start_time,end_time,time_taken
1622821601.4537559,1622821601.6504245,0.1966686248779297
1622821601.6504245,1622821601.8365493,0.1861248016357422
1622821601.8365493,1622821602.024409,0.18785977363586426
1622821602.024409,1622821602.2129865,0.18857741355895996
1622821602.2129865,1622821602.4030528,0.19006633758544922
1622821602.4030528,1622821602.591037,0.18798422813415527
1622821602.591037,1622821602.7626495,0.17161250114440918
1622821602.7626495,1622821602.948013,0.1853635311126709
1622821602.948013,1622821603.1345801,0.18656706809997559
1622821603.1345801,1622821603.3070748,0.17249464988708496
1622821603.3070748,1622821603.4940171,0.18694233894348145
1622821603.4940171,1622821603.6823277,0.1883106231689453
1622821603.6823277,1622821603.8704834,0.1881556510925293
1622821603.8704834,1622821604.0588837,0.1884002685546875
1622821604.0588837,1622821604.2324986,0.1736149787902832
1622821604.2324986,1622821604.422036,0.18953728675842285
1622821604.422036,1622821604.595437,0.1734011173248291
1622821604.595437,1622821604.782222,0.18678498268127441
1622821604.782222,1622821604.9561644,0.17394232749938965
1622821604.9561644,1622821605.1448412,0.1886768341064453
1622821605.1448412,1622821605.3349793,0.1901381015777588
1622821605.3349793,1622821605.5241094,0.18913006782531738
1622821605.5241094,1622821605.7121968,0.18808746337890625
1622821605.7121968,1622821605.8993814,0.18718457221984863
1622821605.8993814,1622821606.0734444,0.17406296730041504
1622821606.0734444,1622821606.2456288,0.17218446731567383
1622821606.2456288,1622821606.4345827,0.18895387649536133
1622821606.4345827,1622821606.6228561,0.18827342987060547
1622821606.6228561,1622821606.794547,0.1716909408569336
1622821606.794547,1622821606.9806726,0.1861255168914795
1622821606.9806726,1622821607.1684513,0.18777871131896973
1622821607.1684513,1622821607.3556044,0.18715310096740723
1622821607.3556044,1622821607.5419254,0.18632102012634277
1622821607.5419254,1622821607.7155437,0.17361831665039062
1622821607.7155437,1622821607.9030514,0.18750762939453125
1622821607.9030514,1622821608.0891376,0.18608617782592773
1622821608.0891376,1622821608.2616737,0.17253613471984863
1622821608.2616737,1622821608.4478238,0.18615007400512695
1622821608.4478238,1622821608.6352513,0.18742752075195312
1622821608.6352513,1622821608.80897,0.17371869087219238
1622821608.80897,1622821608.9976137,0.1886436939239502
1622821608.9976137,1622821609.1835322,0.18591856956481934
1622821609.1835322,1622821609.368664,0.18513178825378418
1622821609.368664,1622821609.5553463,0.18668222427368164
1622821609.5553463,1622821609.729296,0.1739497184753418
