start_time,end_time,time_taken
1622824240.8872018,1622824241.1909845,0.30378270149230957
1622824241.2490425,1622824241.5525815,0.3035390377044678
1622824241.6085796,1622824241.9155161,0.30693650245666504
1622824241.9722316,1622824242.277762,0.305530309677124
1622824242.3337786,1622824242.6405213,0.30674266815185547
1622824242.70063,1622824243.0187826,0.31815266609191895
1622824243.0764046,1622824243.376631,0.30022644996643066
1622824243.4343154,1622824243.7367516,0.30243611335754395
1622824243.793071,1622824244.104121,0.3110499382019043
1622824244.161134,1622824244.465055,0.3039209842681885
1622824244.5225956,1622824244.826786,0.30419039726257324
1622824244.8833258,1622824245.1892455,0.3059196472167969
1622824245.246245,1622824245.554397,0.3081521987915039
1622824245.6114001,1622824245.9174843,0.30608415603637695
1622824245.9734912,1622824246.279563,0.30607175827026367
1622824246.3360932,1622824246.641572,0.3054788112640381
1622824246.6997013,1622824247.003239,0.30353760719299316
1622824247.0593956,1622824247.3612392,0.30184364318847656
1622824247.417975,1622824247.7233129,0.30533790588378906
1622824247.7793128,1622824248.084523,0.3052101135253906
1622824248.1415298,1622824248.4488814,0.30735158920288086
1622824248.5048811,1622824248.8124406,0.3075594902038574
1622824248.872955,1622824249.1759148,0.302959680557251
1622824249.2319312,1622824249.5350957,0.3031644821166992
1622824249.592096,1622824249.8960335,0.3039374351501465
1622824249.9530337,1622824250.2574406,0.30440688133239746
1622824250.3134406,1622824250.619575,0.3061344623565674
1622824250.6754668,1622824250.977795,0.30232810974121094
1622824251.034315,1622824251.340292,0.30597686767578125
1622824251.3978674,1622824251.7016869,0.3038194179534912
1622824251.7572923,1622824252.0754106,0.3181183338165283
1622824252.1313732,1622824252.4391649,0.30779170989990234
1622824252.4951851,1622824252.79953,0.30434489250183105
1622824252.855533,1622824253.161087,0.3055541515350342
1622824253.2170944,1622824253.522481,0.3053865432739258
1622824253.5791702,1622824253.8813136,0.3021433353424072
1622824253.9468563,1622824254.2564025,0.30954623222351074
1622824254.3134172,1622824254.6168084,0.3033912181854248
1622824254.673341,1622824254.9747403,0.30139923095703125
1622824255.0297568,1622824255.3319259,0.3021690845489502
1622824255.388211,1622824255.6889117,0.30070066452026367
1622824255.744948,1622824256.0548506,0.3099026679992676
1622824256.1115284,1622824256.4171405,0.30561208724975586
1622824256.4731402,1622824256.7748303,0.30169010162353516
1622824256.8308454,1622824257.1337779,0.3029325008392334
1622824257.189707,1622824257.5082285,0.31852149963378906
1622824257.5723917,1622824257.8725023,0.3001105785369873
1622824257.9298992,1622824258.2452042,0.3153049945831299
1622824258.3009322,1622824258.6052551,0.3043229579925537
1622824258.6612709,1622824258.965183,0.3039121627807617
1622824259.0212052,1622824259.3226264,0.3014211654663086
1622824259.3791485,1622824259.6964724,0.3173239231109619
1622824259.7521958,1622824260.0546746,0.3024787902832031
1622824260.1116812,1622824260.4157996,0.30411839485168457
1622824260.4721158,1622824260.7745194,0.30240368843078613
1622824260.8315346,1622824261.134281,0.3027462959289551
1622824261.1902912,1622824261.4958203,0.3055291175842285
1622824261.552836,1622824261.8700473,0.317211389541626
1622824261.9265938,1622824262.2451446,0.31855082511901855
1622824262.3021448,1622824262.6178105,0.31566572189331055
1622824262.6748269,1622824262.97806,0.30323314666748047
1622824263.0345848,1622824263.3364272,0.30184245109558105
1622824263.4124293,1622824263.72515,0.31272077560424805
1622824263.7831502,1622824264.09586,0.3127098083496094
1622824264.1523137,1622824264.4589615,0.30664777755737305
1622824264.5147235,1622824264.8330777,0.31835412979125977
1622824264.891077,1622824265.2085166,0.31743955612182617
1622824265.264216,1622824265.5703614,0.30614542961120605
1622824265.6263764,1622824265.9314227,0.30504631996154785
1622824265.9875572,1622824266.3074105,0.3198533058166504
1622824266.3644307,1622824266.6676946,0.30326390266418457
1622824266.7241366,1622824267.0407605,0.3166239261627197
1622824267.0982969,1622824267.4140232,0.31572628021240234
1622824267.4705918,1622824267.7753358,0.30474400520324707
1622824267.831346,1622824268.1322808,0.3009347915649414
1622824268.1902938,1622824268.4914823,0.30118846893310547
1622824268.547498,1622824268.8684978,0.3209998607635498
1622824268.9250848,1622824269.229156,0.30407118797302246
1622824269.2855232,1622824269.5901139,0.30459070205688477
1622824269.6471455,1622824269.9493644,0.3022189140319824
1622824270.0063653,1622824270.3233902,0.31702494621276855
1622824270.379407,1622824270.685619,0.3062121868133545
1622824270.7416267,1622824271.058629,0.3170022964477539
1622824271.1153634,1622824271.4329565,0.3175930976867676
1622824271.4895585,1622824271.794279,0.3047206401824951
1622824271.8512793,1622824272.1556873,0.30440807342529297
1622824272.212701,1622824272.5295873,0.31688618659973145
1622824272.586588,1622824272.8895807,0.3029928207397461
1622824272.9455807,1622824273.236918,0.291337251663208
1622824273.2929177,1622824273.6027038,0.3097860813140869
1622824273.6587121,1622824273.9631388,0.3044266700744629
1622824274.0184245,1622824274.3369331,0.3185086250305176
1622824274.3929539,1622824274.6969497,0.30399584770202637
1622824274.757646,1622824275.0744233,0.31677722930908203
1622824275.133424,1622824275.4475224,0.3140983581542969
1622824275.503162,1622824275.8126101,0.3094482421875
1622824275.868478,1622824276.1738985,0.3054203987121582
1622824276.2302423,1622824276.5347214,0.30447912216186523
1622824276.5912743,1622824276.8961992,0.30492496490478516
1622824276.9522083,1622824277.2582417,0.3060333728790283
1622824277.313777,1622824277.6180048,0.3042278289794922
1622824277.6745763,1622824277.9787822,0.30420589447021484
1622824278.0349092,1622824278.3368797,0.3019704818725586
1622824278.3924057,1622824278.6945367,0.30213093757629395
1622824278.7505913,1622824279.0548825,0.3042912483215332
1622824279.1108823,1622824279.4158318,0.3049495220184326
1622824279.473296,1622824279.7891233,0.3158273696899414
1622824279.845814,1622824280.1645408,0.3187267780303955
1622824280.222082,1622824280.54104,0.318958044052124
1622824280.5977285,1622824280.9045806,0.3068521022796631
1622824280.9605956,1622824281.2693179,0.30872225761413574
1622824281.325589,1622824281.6439555,0.31836652755737305
1622824281.7019563,1622824282.0191615,0.31720519065856934
1622824282.0771604,1622824282.3989012,0.32174086570739746
1622824282.4553976,1622824282.7624722,0.30707454681396484
1622824282.8189945,1622824283.1378453,0.3188507556915283
1622824283.1958618,1622824283.5121691,0.31630730628967285
1622824283.5822582,1622824283.8897913,0.30753302574157715
1622824283.9454603,1622824284.252464,0.3070037364959717
1622824284.3080015,1622824284.614759,0.30675745010375977
1622824284.670761,1622824284.9777398,0.306978702545166
1622824285.0342634,1622824285.3362076,0.3019442558288574
1622824285.3922496,1622824285.6972878,0.3050382137298584
1622824285.753056,1622824286.0707788,0.31772279739379883
1622824286.1267838,1622824286.4473515,0.32056760787963867
1622824286.5043683,1622824286.823231,0.3188626766204834
1622824286.8802335,1622824287.1999755,0.31974196434020996
1622824287.2579982,1622824287.5725152,0.3145170211791992
1622824287.6292613,1622824287.9319992,0.3027379512786865
1622824287.9881105,1622824288.306424,0.3183133602142334
1622824288.361573,1622824288.6801221,0.31854915618896484
1622824288.7357135,1622824289.038503,0.30278944969177246
1622824289.0945168,1622824289.412522,0.3180053234100342
1622824289.468448,1622824289.7870204,0.3185725212097168
1622824289.8440297,1622824290.1492155,0.30518579483032227
1622824290.2052464,1622824290.5105317,0.3052852153778076
1622824290.567532,1622824290.8866632,0.31913113594055176
1622824290.94334,1622824291.2579894,0.3146493434906006
1622824291.313939,1622824291.6296566,0.3157174587249756
1622824291.6857955,1622824292.0030963,0.31730079650878906
1622824292.059682,1622824292.3779278,0.31824588775634766
1622824292.4325182,1622824292.7402532,0.30773496627807617
1622824292.7962537,1622824293.1010501,0.3047964572906494
1622824293.15759,1622824293.462201,0.3046112060546875
1622824293.5331655,1622824293.8480575,0.314892053604126
1622824293.904717,1622824294.2127447,0.3080277442932129
1622824294.268745,1622824294.589464,0.32071900367736816
1622824294.646512,1622824294.9630442,0.3165321350097656
1622824295.0200622,1622824295.336927,0.3168647289276123
1622824295.3935606,1622824295.6964946,0.302933931350708
1622824295.7515187,1622824296.0692582,0.31773948669433594
1622824296.1262565,1622824296.4422448,0.31598830223083496
1622824296.4992454,1622824296.8140063,0.3147609233856201
1622824296.8700318,1622824297.1895852,0.3195533752441406
1622824297.246103,1622824297.553373,0.3072700500488281
1622824297.6099088,1622824297.9146738,0.304764986038208
1622824297.970686,1622824298.2897983,0.31911230087280273
1622824298.345801,1622824298.6541157,0.30831456184387207
1622824298.7096448,1622824299.015952,0.306307315826416
1622824299.0725114,1622824299.390379,0.3178675174713135
1622824299.4473786,1622824299.765733,0.31835436820983887
1622824299.8226035,1622824300.1364827,0.31387925148010254
1622824300.1924825,1622824300.5115478,0.3190653324127197
1622824300.5675488,1622824300.889021,0.32147216796875
1622824300.945134,1622824301.2513194,0.3061854839324951
1622824301.3083193,1622824301.633436,0.3251166343688965
1622824301.689627,1622824302.0089924,0.3193655014038086
1622824302.0659933,1622824302.3858337,0.3198404312133789
1622824302.441856,1622824302.758987,0.31713104248046875
1622824302.8183515,1622824303.1340156,0.31566405296325684
1622824303.1910164,1622824303.50832,0.3173036575317383
1622824303.5653763,1622824303.8832948,0.3179185390472412
1622824303.9403098,1622824304.2560117,0.315701961517334
1622824304.3140357,1622824304.6342382,0.3202025890350342
1622824304.6901011,1622824305.0116234,0.32152223587036133
1622824305.068192,1622824305.3867161,0.3185241222381592
1622824305.4437163,1622824305.7589207,0.315204381942749
1622824305.8147686,1622824306.1326842,0.317915678024292
1622824306.190002,1622824306.504977,0.3149750232696533
1622824306.5627673,1622824306.8819578,0.31919050216674805
1622824306.939439,1622824307.2600029,0.32056379318237305
1622824307.317572,1622824307.634749,0.31717681884765625
1622824307.692342,1622824308.0111187,0.31877660751342773
1622824308.0681188,1622824308.3860288,0.31790995597839355
1622824308.442041,1622824308.7763593,0.3343183994293213
1622824308.8334172,1622824309.15303,0.3196127414703369
1622824309.209588,1622824309.5134637,0.3038756847381592
1622824309.569464,1622824309.8708742,0.3014101982116699
1622824309.9268756,1622824310.2459345,0.319058895111084
1622824310.3029351,1622824310.6247895,0.3218543529510498
1622824310.6814125,1622824310.9867916,0.30537915229797363
1622824311.0428083,1622824311.36835,0.32554173469543457
1622824311.4258986,1622824311.7437596,0.31786108016967773
1622824311.79976,1622824312.119317,0.31955695152282715
1622824312.1758397,1622824312.4992664,0.3234267234802246
1622824312.5568864,1622824312.8795352,0.3226487636566162
1622824312.9355836,1622824313.25531,0.31972646713256836
1622824313.3119464,1622824313.6299548,0.3180084228515625
1622824313.68697,1622824314.834535,1.1475648880004883
1622824314.8933845,1622824315.1645288,0.27114439010620117
1622824315.22166,1622824315.4962182,0.27455830574035645
1622824315.5522196,1622824315.8282242,0.2760045528411865
1622824315.885227,1622824316.1594365,0.27420949935913086
1622824316.2154386,1622824316.489936,0.27449750900268555
1622824316.5459454,1622824316.8212523,0.27530694007873535
1622824316.8777719,1622824317.1650257,0.28725385665893555
1622824317.2241838,1622824317.5093658,0.28518199920654297
1622824317.5667286,1622824317.83983,0.2731013298034668
1622824317.8955982,1622824318.1679144,0.27231621742248535
1622824318.223951,1622824318.4995875,0.2756364345550537
1622824318.5561142,1622824318.8326168,0.2765026092529297
1622824318.8891516,1622824319.163704,0.2745523452758789
1622824319.2201755,1622824319.4919467,0.2717711925506592
1622824319.5478127,1622824319.8236318,0.2758190631866455
1622824319.8804328,1622824320.155847,0.27541422843933105
1622824320.2138476,1622824320.4865422,0.27269458770751953
1622824320.5445547,1622824320.8191833,0.2746286392211914
1622824320.8761868,1622824321.1496189,0.27343201637268066
1622824321.2056246,1622824321.4894822,0.2838575839996338
1622824321.5470483,1622824321.81995,0.2729017734527588
1622824321.8824692,1622824322.1641712,0.28170204162597656
1622824322.2207263,1622824322.491026,0.27029967308044434
1622824322.5469255,1622824322.8168805,0.2699549198150635
1622824322.8728802,1622824323.1474159,0.2745356559753418
1622824323.203419,1622824323.478566,0.2751469612121582
1622824323.5381799,1622824323.8053343,0.2671544551849365
1622824323.8604875,1622824324.1353679,0.27488040924072266
1622824324.1913712,1622824324.465494,0.2741227149963379
1622824324.5213609,1622824324.7977316,0.2763707637786865
1622824324.8547318,1622824325.125494,0.27076220512390137
1622824325.1812704,1622824325.4561892,0.274918794631958
1622824325.5121927,1622824325.7858262,0.2736334800720215
1622824325.8418288,1622824326.1163275,0.27449870109558105
1622824326.1729515,1622824326.4474862,0.2745347023010254
1622824326.5040035,1622824326.7766726,0.27266907691955566
1622824326.8336854,1622824327.1048229,0.2711374759674072
1622824327.1618235,1622824327.432061,0.27023744583129883
1622824327.4910614,1622824327.7734606,0.28239917755126953
1622824327.8304613,1622824328.101632,0.27117085456848145
1622824328.1578238,1622824328.4169815,0.259157657623291
1622824328.4739807,1622824328.7490215,0.275040864944458
1622824328.8050368,1622824329.0787532,0.27371644973754883
1622824329.1337664,1622824329.411413,0.277646541595459
1622824329.4677706,1622824329.7433598,0.2755892276763916
1622824329.800366,1622824330.0697958,0.26942992210388184
1622824330.1267986,1622824330.3957074,0.2689087390899658
1622824330.4706419,1622824330.7431762,0.2725343704223633
1622824330.7997468,1622824331.0722373,0.2724905014038086
1622824331.1284509,1622824331.3998883,0.271437406539917
1622824331.4555874,1622824331.733349,0.27776169776916504
1622824331.7889214,1622824332.0603962,0.27147483825683594
1622824332.1164107,1622824332.3894975,0.2730867862701416
1622824332.4444997,1622824332.7305079,0.2860081195831299
1622824332.7861536,1622824333.056668,0.27051448822021484
1622824333.1143818,1622824333.3862355,0.2718536853790283
1622824333.4422357,1622824333.714062,0.27182626724243164
1622824333.7700696,1622824334.038579,0.2685093879699707
1622824334.0950983,1622824334.3673325,0.2722342014312744
1622824334.423276,1622824334.696398,0.27312207221984863
1622824334.7534027,1622824335.024312,0.27090930938720703
1622824335.080387,1622824335.3539393,0.27355217933654785
1622824335.4099462,1622824335.6854796,0.27553343772888184
1622824335.7414837,1622824336.0111818,0.2696981430053711
1622824336.0677075,1622824336.3536484,0.28594088554382324
1622824336.4116488,1622824336.682748,0.271099328994751
1622824336.7384589,1622824337.008395,0.26993608474731445
1622824337.063913,1622824337.339416,0.27550292015075684
1622824337.395643,1622824337.6655324,0.26988935470581055
1622824337.7205324,1622824337.9982414,0.2777090072631836
1622824338.053917,1622824338.3309867,0.2770698070526123
1622824338.3895028,1622824338.6603048,0.27080202102661133
1622824338.715873,1622824338.9906652,0.2747921943664551
1622824339.047238,1622824339.3237383,0.27650022506713867
1622824339.3807387,1622824339.653346,0.27260732650756836
1622824339.709351,1622824339.9841483,0.2747972011566162
1622824340.0421486,1622824340.316386,0.27423739433288574
1622824340.3743858,1622824340.6511629,0.2767770290374756
1622824340.707163,1622824340.9794655,0.27230238914489746
1622824341.0357037,1622824341.307552,0.2718484401702881
1622824341.3645513,1622824341.6363752,0.2718238830566406
1622824341.6959713,1622824341.9664712,0.27049994468688965
1622824342.0221882,1622824342.2939491,0.2717609405517578
1622824342.3497257,1622824342.626248,0.276522159576416
1622824342.68225,1622824342.9577053,0.2754552364349365
1622824343.0157077,1622824343.2884738,0.27276611328125
1622824343.3458028,1622824343.6000156,0.2542128562927246
1622824343.656015,1622824343.934033,0.2780179977416992
1622824343.990932,1622824344.2644918,0.2735598087310791
1622824344.3199563,1622824344.596334,0.27637767791748047
1622824344.6523345,1622824344.9279845,0.2756500244140625
1622824344.9844093,1622824345.254982,0.2705726623535156
1622824345.3109863,1622824345.5846243,0.2736380100250244
1622824345.6406271,1622824345.9167228,0.2760956287384033
1622824345.972259,1622824346.2435312,0.2712721824645996
1622824346.2985377,1622824346.5777225,0.27918481826782227
1622824346.6337223,1622824346.910755,0.27703261375427246
1622824346.9667623,1622824347.2441814,0.2774190902709961
1622824347.3001838,1622824347.5729501,0.2727663516998291
1622824347.6284783,1622824347.9080052,0.279526948928833
1622824347.9656603,1622824348.2400582,0.2743978500366211
1622824348.296688,1622824348.5699484,0.27326035499572754
1622824348.625952,1622824348.8999493,0.27399730682373047
1622824348.9569378,1622824349.2269409,0.270003080368042
1622824349.2824895,1622824349.5420613,0.25957179069519043
1622824349.5970612,1622824349.8704798,0.273418664932251
1622824349.9282684,1622824350.1987774,0.2705090045928955
1622824350.254904,1622824350.532951,0.2780470848083496
1622824350.5896544,1622824350.8820016,0.2923471927642822
1622824350.9373722,1622824351.2143762,0.2770040035247803
1622824351.2693775,1622824351.544573,0.2751955986022949
1622824351.6002116,1622824351.875958,0.27574634552001953
1622824351.9309607,1622824352.221362,0.2904014587402344
1622824352.2773643,1622824352.5534515,0.27608728408813477
1622824352.6095035,1622824352.8971558,0.28765225410461426
1622824352.952553,1622824353.2424624,0.28990936279296875
1622824353.298991,1622824353.570577,0.27158594131469727
1622824353.6256063,1622824353.8991196,0.2735133171081543
1622824353.9542627,1622824354.2304542,0.27619147300720215
1622824354.2864544,1622824354.5700283,0.28357386589050293
1622824354.6254873,1622824354.902554,0.277066707611084
1622824354.959187,1622824355.2278934,0.2687063217163086
1622824355.2835147,1622824355.5557854,0.27227067947387695
1622824355.612304,1622824355.869666,0.25736212730407715
1622824355.9291809,1622824356.200232,0.27105116844177246
1622824356.2565696,1622824356.5292747,0.272705078125
1622824356.5840287,1622824356.8569636,0.2729349136352539
1622824356.9139638,1622824357.1850898,0.27112603187561035
1622824357.2410038,1622824357.5152814,0.2742776870727539
1622824357.571384,1622824357.84686,0.27547597885131836
1622824357.9023983,1622824358.1889095,0.2865111827850342
1622824358.2449117,1622824358.5190134,0.27410173416137695
1622824358.5736773,1622824358.8511596,0.277482271194458
1622824358.9081602,1622824359.1829336,0.27477335929870605
1622824359.2393088,1622824359.5124955,0.27318668365478516
1622824359.5679984,1622824359.8418026,0.2738041877746582
1622824359.8988051,1622824360.1708045,0.2719993591308594
1622824360.226806,1622824360.49895,0.272144079208374
1622824360.5544853,1622824360.8318605,0.2773752212524414
1622824360.8874319,1622824361.1602309,0.272799015045166
1622824361.2152343,1622824361.4922853,0.2770509719848633
1622824361.548133,1622824361.835704,0.2875711917877197
1622824361.892703,1622824362.1820388,0.2893357276916504
1622824362.2380946,1622824362.508817,0.2707223892211914
1622824362.564785,1622824362.8405094,0.2757244110107422
1622824362.898921,1622824363.167853,0.2689321041107178
1622824363.2258596,1622824363.5109923,0.28513264656066895
1622824363.5669956,1622824363.841502,0.2745063304901123
1622824363.8967595,1622824364.181167,0.284407377243042
1622824364.2398252,1622824364.5262556,0.28643035888671875
1622824364.5822692,1622824364.8546448,0.27237558364868164
1622824364.9106529,1622824365.1822348,0.27158188819885254
1622824365.2377567,1622824365.5100055,0.2722487449645996
1622824365.5781112,1622824365.854196,0.27608489990234375
1622824365.9109132,1622824366.1858637,0.2749505043029785
1622824366.2418776,1622824366.5188625,0.27698493003845215
1622824366.5739477,1622824366.853635,0.27968740463256836
1622824366.9095254,1622824367.1818414,0.27231597900390625
