start_time,end_time,time_taken
1626546466.2847657,1626546466.5061114,0.2213456630706787
1626546467.1592276,1626546467.4087899,0.24956226348876953
1626546468.004248,1626546468.5766268,0.5723788738250732
1626546469.165973,1626546469.4187446,0.25277161598205566
1626546470.0188897,1626546470.2390203,0.22013068199157715

,Avg.,0.3032378196716309
,Std. Dev.,0.15122659465461896
