CMDLINE c:\users\axelc\appdata\local\programs\python\python39\python.exe src/experiment_runner.py config.json instructions/memory/files/files_256B-100.json --with-secube --no-calc-stats --out out/Files_256B_Full
MEM 1.574219 1629918580.0222
MEM 20.589844 1629918580.1332
MEM 30.476562 1629918580.2442
MEM 44.984375 1629918580.3552
MEM 58.867188 1629918580.4672
MEM 67.800781 1629918580.5792
MEM 68.367188 1629918580.6884
MEM 68.378906 1629918580.7982
MEM 68.449219 1629918580.9092
MEM 68.468750 1629918581.0172
MEM 68.472656 1629918581.1260
MEM 68.496094 1629918581.2354
MEM 68.535156 1629918581.3454
MEM 68.613281 1629918581.4564
MEM 68.613281 1629918581.5662
MEM 68.617188 1629918581.6742
MEM 68.617188 1629918581.7826
MEM 68.617188 1629918581.8917
MEM 68.617188 1629918582.0015
MEM 68.617188 1629918582.1098
MEM 68.617188 1629918582.2176
MEM 68.617188 1629918582.3268
MEM 68.617188 1629918582.4357
MEM 68.617188 1629918582.5450
MEM 68.617188 1629918582.6535
MEM 68.617188 1629918582.7625
MEM 68.617188 1629918582.8720
MEM 68.617188 1629918582.9812
MEM 68.617188 1629918583.0906
MEM 68.617188 1629918583.1989
MEM 68.617188 1629918583.3076
MEM 68.617188 1629918583.4175
MEM 68.617188 1629918583.5258
MEM 68.617188 1629918583.6355
MEM 68.617188 1629918583.7442
MEM 68.617188 1629918583.8514
MEM 68.617188 1629918583.9600
MEM 68.617188 1629918584.0687
MEM 68.617188 1629918584.1775
MEM 68.621094 1629918584.2868
MEM 68.714844 1629918584.3946
MEM 68.734375 1629918584.5026
MEM 68.734375 1629918584.6111
MEM 68.734375 1629918584.7193
MEM 68.734375 1629918584.8276
MEM 68.734375 1629918584.9378
MEM 68.734375 1629918585.0463
MEM 68.734375 1629918585.1545
MEM 68.734375 1629918585.2629
MEM 68.734375 1629918585.3735
MEM 68.734375 1629918585.4818
MEM 68.734375 1629918585.5899
MEM 68.734375 1629918585.6993
MEM 68.734375 1629918585.8072
MEM 68.734375 1629918585.9149
MEM 68.734375 1629918586.0231
MEM 68.734375 1629918586.1318
MEM 68.734375 1629918586.2414
MEM 68.734375 1629918586.3516
MEM 68.734375 1629918586.4619
MEM 68.734375 1629918586.5709
MEM 68.734375 1629918586.6829
MEM 68.734375 1629918586.7925
MEM 68.734375 1629918586.9030
MEM 68.734375 1629918587.0118
MEM 68.734375 1629918587.1204
MEM 68.734375 1629918587.2288
MEM 68.734375 1629918587.3383
MEM 68.734375 1629918587.4485
MEM 68.734375 1629918587.5577
MEM 68.734375 1629918587.6671
MEM 68.734375 1629918587.7759
MEM 68.734375 1629918587.8841
MEM 68.734375 1629918587.9922
MEM 68.734375 1629918588.1011
MEM 68.734375 1629918588.2107
MEM 68.734375 1629918588.3195
MEM 68.734375 1629918588.4298
MEM 68.734375 1629918588.5376
MEM 68.734375 1629918588.6480
MEM 68.734375 1629918588.7589
MEM 68.734375 1629918588.8663
MEM 68.734375 1629918588.9744
MEM 68.734375 1629918589.0811
MEM 68.734375 1629918589.1915
MEM 68.734375 1629918589.3012
MEM 68.734375 1629918589.4099
MEM 68.734375 1629918589.5176
MEM 68.734375 1629918589.6264
MEM 68.734375 1629918589.7350
MEM 68.734375 1629918589.8429
MEM 68.734375 1629918589.9519
MEM 68.734375 1629918590.0602
MEM 68.734375 1629918590.1677
MEM 68.734375 1629918590.2763
MEM 68.734375 1629918590.3844
MEM 68.734375 1629918590.4945
MEM 68.734375 1629918590.6040
MEM 68.734375 1629918590.7122
MEM 68.734375 1629918590.8207
MEM 68.734375 1629918590.9281
MEM 68.734375 1629918591.0372
MEM 68.734375 1629918591.1453
MEM 68.734375 1629918591.2539
MEM 68.734375 1629918591.3618
MEM 68.738281 1629918591.4702
MEM 68.726562 1629918591.5793
MEM 68.726562 1629918591.6888
MEM 68.726562 1629918591.8008
MEM 68.726562 1629918591.9118
MEM 68.726562 1629918592.0231
MEM 68.320312 1629918592.1341
