start_time,end_time,time_taken
1630218612.9022212,1630218614.024944,1.122722864151001
1630218614.8773203,1630218615.9836168,1.1062965393066406
1630218616.8881397,1630218617.9608269,1.0726871490478516

,Avg.,1.1005688508351643
,Std. Dev.,0.025504862436221742
