start_time,end_time,time_taken
1627228536.1225646,1627228613.5969052,77.47434067726135
1627228614.0988886,1627228693.4553783,79.35648965835571
1627228693.9590385,1627228774.867052,80.90801358222961
1627228775.3829863,1627228856.5263674,81.14338111877441
1627228857.0343685,1627228938.5632737,81.52890515327454

,Avg.,80.08222603797913
,Std. Dev.,1.6754562799222625
