start_time,end_time,time_taken
1628178241.647594,1628178242.1488204,0.5012264251708984
1628178244.4169786,1628178244.9207535,0.503774881362915
1628178247.2606976,1628178247.7533095,0.4926118850708008

,Avg.,0.4992043972015381
,Std. Dev.,0.005849749514816495
