start_time,end_time,time_taken
1626426660.3130908,1626426661.7999647,1.4868738651275635
1626426661.813965,1626426663.290369,1.4764039516448975
1626426663.306369,1626426664.7906268,1.484257698059082
1626426664.8066287,1626426666.2742913,1.4676625728607178
1626426666.287292,1626426667.765417,1.4781250953674316

,Avg.,1.4786646366119385
,Std. Dev.,0.007502016016277402
