start_time,end_time,time_taken
1627230830.8509052,1627231012.2723742,181.4214689731598
1627231012.7744248,1627231192.4364543,179.662029504776
1627231192.9443083,1627231369.1552753,176.2109670639038

,Avg.,179.0981551806132
,Std. Dev.,2.6506222338684173
