start_time,end_time,time_taken
1628178107.1658056,1628178107.3146222,0.14881658554077148
1628178108.8627498,1628178109.0264955,0.16374564170837402
1628178110.4855716,1628178110.650632,0.16506028175354004

,Avg.,0.15920750300089515
,Std. Dev.,0.00902277362341629
