start_time,end_time,time_taken
1630217603.338938,1630217604.1538675,0.8149294853210449
1630217605.069937,1630217605.9003603,0.8304233551025391
1630217606.7990224,1630217607.6092024,0.8101799488067627

,Avg.,0.8185109297434489
,Std. Dev.,0.010586261508532932
