start_time,end_time,time_taken
1627037738.7433853,1627037739.1209044,0.3775191307067871
1627037739.121917,1627037739.437984,0.3160669803619385
1627037739.438984,1627037739.7535806,0.31459665298461914

,Avg.,0.3360609213511149
,Std. Dev.,0.035911388275631784
