start_time,end_time,time_taken
1627226537.665058,1627226681.3007443,143.6356863975525
1627226681.8108165,1627226819.648863,137.83804655075073
1627226820.15994,1627226961.1276407,140.96770071983337
1627226961.6354012,1627227103.5551887,141.9197874069214
1627227104.0576847,1627227239.5150335,135.45734882354736

,Avg.,139.96371397972106
,Std. Dev.,3.2841811385639605
