start_time,end_time,time_taken
1630216552.2724316,1630216586.8567936,34.5843620300293
1630216588.2687476,1630216622.6884937,34.4197461605072
1630216624.0530386,1630216660.0370142,35.983975648880005

,Avg.,34.99602794647217
,Std. Dev.,0.8595377206058625
