start_time,end_time,time_taken
1627206334.513355,1627206395.0617785,60.548423528671265
1627206395.6131842,1627206455.9970467,60.38386249542236
1627206456.5480776,1627206515.9519053,59.40382766723633
1627206516.5022376,1627206574.983813,58.48157548904419
1627206575.5357773,1627206634.1378114,58.60203409194946
1627206634.6879191,1627206694.367901,59.67998194694519
1627206694.9129214,1627206755.3906236,60.477702140808105
1627206755.9355516,1627206815.3336418,59.39809012413025
1627206815.8819666,1627206875.0818746,59.19990801811218
1627206875.6256862,1627206935.300863,59.67517685890198
1627206935.8466883,1627206996.5704577,60.723769426345825
1627206997.1117005,1627207057.5364578,60.42475724220276
1627207058.081991,1627207118.4800072,60.39801621437073
1627207119.029028,1627207179.0669842,60.03795623779297
1627207179.616614,1627207239.6730068,60.056392669677734
1627207240.2177837,1627207300.9594169,60.74163317680359
1627207301.5007136,1627207361.4950776,59.99436402320862
1627207362.0405974,1627207421.6461437,59.60554623603821
1627207422.1875923,1627207482.7013032,60.51371097564697
1627207483.2361133,1627207543.3313239,60.095210552215576

,Avg.,59.92209695577621
,Std. Dev.,0.6580095902790578
