CMDLINE c:\users\axelc\appdata\local\programs\python\python39\python.exe src/experiment_runner.py config.json instructions/memory/files/files_500KB-1000.json --with-instrumentation --no-calc-stats --out out/Files_500KB_Full
MEM 1.613281 1628068559.6885
MEM 18.679688 1628068559.7935
MEM 27.710938 1628068559.9055
MEM 38.863281 1628068560.0175
MEM 51.125000 1628068560.1295
MEM 61.253906 1628068560.2415
MEM 67.261719 1628068560.3505
MEM 67.308594 1628068560.4585
MEM 67.308594 1628068560.5686
MEM 67.515625 1628068560.6766
MEM 67.515625 1628068560.7866
MEM 67.515625 1628068560.8976
MEM 67.515625 1628068561.0036
MEM 67.515625 1628068561.1146
MEM 67.515625 1628068561.2256
MEM 67.515625 1628068561.3356
MEM 67.515625 1628068561.4476
MEM 67.515625 1628068561.5596
MEM 67.515625 1628068561.6716
MEM 67.515625 1628068561.7816
MEM 67.515625 1628068561.8905
MEM 67.515625 1628068562.0003
MEM 67.515625 1628068562.1090
MEM 67.515625 1628068562.2174
MEM 67.515625 1628068562.3270
MEM 67.515625 1628068562.4366
MEM 67.515625 1628068562.5486
MEM 67.515625 1628068562.6606
MEM 67.515625 1628068562.7726
MEM 67.515625 1628068562.8825
MEM 67.515625 1628068562.9924
MEM 67.515625 1628068563.1036
MEM 67.515625 1628068563.2151
MEM 67.515625 1628068563.3266
MEM 67.515625 1628068563.4372
MEM 67.515625 1628068563.5465
MEM 67.515625 1628068563.6581
MEM 67.515625 1628068563.7691
MEM 67.515625 1628068563.8791
MEM 67.515625 1628068563.9881
MEM 67.515625 1628068564.0961
MEM 67.515625 1628068564.2051
MEM 67.515625 1628068564.3151
MEM 67.515625 1628068564.4231
MEM 67.515625 1628068564.5331
MEM 67.515625 1628068564.6441
MEM 67.515625 1628068564.7531
MEM 67.515625 1628068564.8631
MEM 67.515625 1628068564.9721
MEM 67.515625 1628068565.0831
MEM 67.515625 1628068565.1917
MEM 67.515625 1628068565.3024
MEM 67.550781 1628068565.4137
MEM 67.550781 1628068565.5230
MEM 67.550781 1628068565.6335
MEM 67.550781 1628068565.7401
MEM 67.550781 1628068565.8491
MEM 67.550781 1628068565.9579
MEM 67.550781 1628068566.0678
MEM 67.550781 1628068566.1769
MEM 67.550781 1628068566.2878
MEM 67.550781 1628068566.3968
MEM 67.550781 1628068566.5058
MEM 67.550781 1628068566.6161
MEM 67.550781 1628068566.7273
MEM 67.550781 1628068566.8378
MEM 67.550781 1628068566.9484
MEM 67.550781 1628068567.0597
MEM 67.550781 1628068567.1717
MEM 67.550781 1628068567.2817
MEM 67.550781 1628068567.3917
MEM 67.550781 1628068567.5027
MEM 67.550781 1628068567.6137
MEM 67.550781 1628068567.7257
MEM 67.550781 1628068567.8377
MEM 67.550781 1628068567.9477
MEM 67.550781 1628068568.0577
MEM 67.550781 1628068568.1687
MEM 67.550781 1628068568.2796
MEM 67.550781 1628068568.3906
MEM 67.550781 1628068568.4999
MEM 67.550781 1628068568.6111
MEM 67.550781 1628068568.7211
MEM 67.550781 1628068568.8322
MEM 67.550781 1628068568.9411
MEM 67.550781 1628068569.0511
MEM 67.550781 1628068569.1621
MEM 67.550781 1628068569.2731
MEM 67.550781 1628068569.3831
MEM 67.550781 1628068569.4931
MEM 67.550781 1628068569.6031
MEM 67.550781 1628068569.7151
MEM 67.550781 1628068569.8271
MEM 67.550781 1628068569.9371
MEM 67.550781 1628068570.0471
MEM 67.550781 1628068570.1584
MEM 67.562500 1628068570.2694
MEM 67.562500 1628068570.3804
MEM 67.562500 1628068570.4904
MEM 67.562500 1628068570.5992
MEM 67.562500 1628068570.7093
MEM 67.562500 1628068570.8212
MEM 67.562500 1628068570.9312
MEM 67.562500 1628068571.0432
MEM 67.562500 1628068571.1532
MEM 67.562500 1628068571.2652
MEM 67.562500 1628068571.3742
MEM 67.562500 1628068571.4852
MEM 67.562500 1628068571.5972
MEM 67.562500 1628068571.7072
MEM 67.562500 1628068571.8172
MEM 67.562500 1628068571.9272
MEM 67.562500 1628068572.0372
MEM 67.562500 1628068572.1492
MEM 67.562500 1628068572.2572
MEM 67.562500 1628068572.3692
MEM 67.562500 1628068572.4812
MEM 67.562500 1628068572.5902
MEM 67.562500 1628068572.7012
MEM 67.562500 1628068572.8132
MEM 67.562500 1628068572.9242
MEM 67.562500 1628068573.0352
MEM 67.562500 1628068573.1472
MEM 67.562500 1628068573.2592
MEM 67.562500 1628068573.3702
MEM 67.562500 1628068573.4819
MEM 67.562500 1628068573.5932
MEM 67.562500 1628068573.7012
MEM 67.562500 1628068573.8112
MEM 67.562500 1628068573.9212
MEM 67.562500 1628068574.0321
MEM 67.562500 1628068574.1413
MEM 67.562500 1628068574.2511
MEM 67.562500 1628068574.3591
MEM 67.562500 1628068574.4708
MEM 66.929688 1628068574.5808
